Date,PR,PSI,VPI,LAR,Actual VPI,VS,CS
28-12-2023,0.082352242,0.860523353,0.191984417,1.111072845,0.000181855,75047182.04,911294948
27-12-2023,0.082576449,0.908766465,0.206167909,0.549032686,0.00019476,75251500.63,911294948
26-12-2023,0.083467235,0.877277156,0.211788088,0.387209225,0.000197934,76063269.96,911294948
25-12-2023,0.083513891,0.780963524,0.211742692,0.809269297,0.000197781,76105787.19,911294948
24-12-2023,0.083586089,0.756969979,0.223144771,0.871941747,0.000208251,76171580.22,911294948
23-12-2023,0.083950773,0.686930672,0.240081701,1.049897824,0.000223084,76503915,911294948
22-12-2023,0.084330737,0.877061365,0.269550547,0.327674847,0.000249338,76850174.41,911294948
21-12-2023,0.088585787,0.968489594,0.283908763,0.196991156,0.000250006,80727780.38,911294948
20-12-2023,0.088686014,1.02907459,0.278187056,0.172977503,0.00024469,80819116.73,911294948
19-12-2023,0.088837925,0.987384235,0.270907644,0.29093727,0.00023788,80957551.86,911294948
18-12-2023,0.088948779,1.060835399,0.26921793,0.201644823,0.000236102,81058572.53,911294948
17-12-2023,0.089546512,1.019785927,0.263685522,0.239487879,0.000229706,81603284.22,911294948
16-12-2023,0.089589111,1.05208104,0.257946283,0.220365677,0.0002246,81642104.65,911294948
15-12-2023,0.089660421,0.976858528,0.250568817,0.301538566,0.000218002,81707088.7,911294948
14-12-2023,0.089687204,0.981262284,0.247104467,0.377095548,0.000214924,81731496.13,911294948
13-12-2023,0.089653283,0.906762399,0.24798054,0.458224946,0.000215768,81700583.44,911294948
12-12-2023,0.089471475,0.892983906,0.255018959,0.677015644,0.000222343,81534903.35,911294948
11-12-2023,0.089753706,0.908997797,0.289301193,0.308497658,0.000251439,81792099.12,911294948
10-12-2023,0.089982512,0.938049419,0.289800755,0.360794187,0.000251233,82000609.04,911294948
